Job Title,Job Number,Job Grade,Job Agency,Application Due By,Link To Job
"Facility Operations Assistant 1 (Temporary/Hourly) – Three Positions, Central Office;",109263,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109263"">Facility Operations Assistant 1 (Temporary/Hourly) – Three Positions, Central Office;</a>]"
Administrative Assistant,109265,NS,"Judicial Conduct, State Commission on",08/25/22,"[<a href=""vacancyDetailsView.cfm?id=109265"">Administrative Assistant</a>]"
"Facility Operations Assistant 1 (Temporary/Hourly) – Two Positions, Central Office;",109266,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109266"">Facility Operations Assistant 1 (Temporary/Hourly) – Two Positions, Central Office;</a>]"
Senior Accountant (Accountant Trainee) - Item# 07985,109269,18,"State Comptroller, Office of the ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109269"">Senior Accountant (Accountant Trainee) - Item# 07985</a>]"
Office Assistant 1 ,109271,06,"Civil Service, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109271"">Office Assistant 1 </a>]"
Senior Administrative Analyst,109273,18,"Veteran's Affairs, Division of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109273"">Senior Administrative Analyst</a>]"
"Facility Operations Assistant 1 (Temporary/Hourly) – Three Positions, Central Office;",109275,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109275"">Facility Operations Assistant 1 (Temporary/Hourly) – Three Positions, Central Office;</a>]"
"Maintenance Assistant (Temporary/Hourly) - Two positions, Central Office;",109276,NS,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109276"">Maintenance Assistant (Temporary/Hourly) - Two positions, Central Office;</a>]"
Human Resources Specialist Tr. 1 Benefits/Human Resources Specialist 1 Benefits,109284,18,"Civil Service, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109284"">Human Resources Specialist Tr. 1 Benefits/Human Resources Specialist 1 Benefits</a>]"
Human Resources Specialist Tr. 1 Benefits/Human Resources Specialist 1 Benefits,109285,18,"Civil Service, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109285"">Human Resources Specialist Tr. 1 Benefits/Human Resources Specialist 1 Benefits</a>]"
FS Specialist 2 (Pharmacy Benefits Manager Policy Analyst),109286,23,"Financial Services, Department of",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109286"">FS Specialist 2 (Pharmacy Benefits Manager Policy Analyst)</a>]"
Clinical Laboratory Consultant - 45168,109287,22,"Health, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109287"">Clinical Laboratory Consultant - 45168</a>]"
Clinical Laboratory Consultant - 45116,109288,22,"Health, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109288"">Clinical Laboratory Consultant - 45116</a>]"
Office Assistant 1  - 11288,109289,06,"Health, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109289"">Office Assistant 1  - 11288</a>]"
"Contract Management Specialist 1, G18",109290,18,"Agriculture & Markets, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109290"">Contract Management Specialist 1, G18</a>]"
Office Assistant 2 (Calculations),109294,09,College at Oneonta,08/02/22,"[<a href=""vacancyDetailsView.cfm?id=109294"">Office Assistant 2 (Calculations)</a>]"
Health Program Director 2 - 51503,109297,665,"Health, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109297"">Health Program Director 2 - 51503</a>]"
"Special Assistant Attorney General, Medicaid Fraud Control Unit – Albany  (MFCU_ALB_SAAG_3488)",109299,NS,"Attorney General, Office of the",09/02/22,"[<a href=""vacancyDetailsView.cfm?id=109299"">Special Assistant Attorney General, Medicaid Fraud Control Unit – Albany  (MFCU_ALB_SAAG_3488)</a>]"
Compliance Specialist 1,109300,18,"Transportation, Department of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109300"">Compliance Specialist 1</a>]"
Vocational Instructor 1-4 (Painting),109301,17,"Corrections and Community Supervision, Department of ",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=109301"">Vocational Instructor 1-4 (Painting)</a>]"
Habilitation Specialist 1 (Qualified Intellectual Disability Professional*),109304,14,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109304"">Habilitation Specialist 1 (Qualified Intellectual Disability Professional*)</a>]"
"Maintenance Assistant (Temporary/Hourly) – Two Positions, Central Office;",109305,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109305"">Maintenance Assistant (Temporary/Hourly) – Two Positions, Central Office;</a>]"
Administrative Assistant 2,109307,15,"Human Rights, Division of ",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=109307"">Administrative Assistant 2</a>]"
Director of Human Trafficking Prevention,109311,664,"Criminal Justice Services, Division of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109311"">Director of Human Trafficking Prevention</a>]"
Dental Hygienist,109312,12,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109312"">Dental Hygienist</a>]"
Licensed Practical Nurse (McPike Addiction Treatment Center),109313,10,"Addiction Services and Supports, Office of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109313"">Licensed Practical Nurse (McPike Addiction Treatment Center)</a>]"
Office Assistant 2 (Keyboarding),109315,09,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109315"">Office Assistant 2 (Keyboarding)</a>]"
Research Scientist 1,109316,18,"Criminal Justice Services, Division of ",08/17/22,"[<a href=""vacancyDetailsView.cfm?id=109316"">Research Scientist 1</a>]"
Trades Generalist ,109317,12,"Parks, Recreation & Historic Preservation, Office of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109317"">Trades Generalist </a>]"
Research Scientist 1,109318,18,"Criminal Justice Services, Division of ",08/17/22,"[<a href=""vacancyDetailsView.cfm?id=109318"">Research Scientist 1</a>]"
Office Assistant 2,109319,09,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109319"">Office Assistant 2</a>]"
Licensed Practical Nurse,109320,10,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109320"">Licensed Practical Nurse</a>]"
"Assistant Attorney General, Civil Recoveries Bureau - Oil Spill Unit (CRB/OSU_ALB_AAG_3489)",109322,NS,"Attorney General, Office of the",09/02/22,"[<a href=""vacancyDetailsView.cfm?id=109322"">Assistant Attorney General, Civil Recoveries Bureau - Oil Spill Unit (CRB/OSU_ALB_AAG_3489)</a>]"
Health Information Management Tech 2 (HIM Tech 2) - Broome,109323,15,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109323"">Health Information Management Tech 2 (HIM Tech 2) - Broome</a>]"
Assistant Chief Investigations,109328,NS,New York State Justice Center For The Protection Of People With Special Needs,08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109328"">Assistant Chief Investigations</a>]"
Health Information Management Tech 2 (HIM Tech 2) - Broome,109331,15,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109331"">Health Information Management Tech 2 (HIM Tech 2) - Broome</a>]"
Social Work Assistant 3 - Broome,109332,17,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109332"">Social Work Assistant 3 - Broome</a>]"
Library Clerk 2 ,109335,NS,"Corrections and Community Supervision, Department of ",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=109335"">Library Clerk 2 </a>]"
Dietitian 2 - Broome,109336,18,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109336"">Dietitian 2 - Broome</a>]"
Employee Insurance Examiner 1,109337,11,"Civil Service, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109337"">Employee Insurance Examiner 1</a>]"
"Trades Generalist (Temporary/Hourly) – Two Positions, Central Office;",109339,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109339"">Trades Generalist (Temporary/Hourly) – Two Positions, Central Office;</a>]"
"Executive Director, Box P12-2203/21142",109341,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=109341"">Executive Director, Box P12-2203/21142</a>]"
Immigrant Workers Specialist 3 - Albany,109342,662,"Labor, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109342"">Immigrant Workers Specialist 3 - Albany</a>]"
C220101 - Maintenance Supervisor - Campus Living Maintenance,109344,14,University at Buffalo,08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109344"">C220101 - Maintenance Supervisor - Campus Living Maintenance</a>]"
Immigrant Workers Specialist 3 - New York City,109345,662,"Labor, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109345"">Immigrant Workers Specialist 3 - New York City</a>]"
Immigrant Workers Specialist 3 - Buffalo,109346,662,"Labor, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109346"">Immigrant Workers Specialist 3 - Buffalo</a>]"
Administrative Assistant 1,109347,11,"Children & Family Services, Office of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109347"">Administrative Assistant 1</a>]"
Transportation Analyst/Trainee 1/Trainee 2,109348,18,"Transportation, Department of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109348"">Transportation Analyst/Trainee 1/Trainee 2</a>]"
Senior Attorney,109351,25,"Agriculture & Markets, Department of ",08/07/22,"[<a href=""vacancyDetailsView.cfm?id=109351"">Senior Attorney</a>]"
Senior Attorney,109352,25,"Agriculture & Markets, Department of ",08/07/22,"[<a href=""vacancyDetailsView.cfm?id=109352"">Senior Attorney</a>]"
Office Assistant 1 - Item #00850 & 00851 (2 positions),109353,06,"State Comptroller, Office of the ",08/06/22,"[<a href=""vacancyDetailsView.cfm?id=109353"">Office Assistant 1 - Item #00850 &amp; 00851 (2 positions)</a>]"
"Office Assistant 1, Central Office;",109354,06,"Mental Health, Office of",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109354"">Office Assistant 1, Central Office;</a>]"
"Deputy Director, Psychiatric Center 2 – Operation, Kingsboro Psychiatric Center, P23151",109355,666,"Mental Health, Office of",08/24/22,"[<a href=""vacancyDetailsView.cfm?id=109355"">Deputy Director, Psychiatric Center 2 – Operation, Kingsboro Psychiatric Center, P23151</a>]"
Fish and Wildlife Technician 1 (Seasonal) ,109357,Hourly,"Environmental Conservation, Department of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109357"">Fish and Wildlife Technician 1 (Seasonal) </a>]"
"Staff Accountant, Accounts Receivable",109358,NS,"Empire State Development, NYS ",09/27/22,"[<a href=""vacancyDetailsView.cfm?id=109358"">Staff Accountant, Accounts Receivable</a>]"
Internal Investigator 1,109359,18,"People With Developmental Disabilities, Office for",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109359"">Internal Investigator 1</a>]"
Facility Operations Assistant 1,109361,NS,"General Services, Office of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109361"">Facility Operations Assistant 1</a>]"
"Deputy Director, Psychiatric Center 1 - Administration, M-4, P23152",109363,664,"Mental Health, Office of",08/23/22,"[<a href=""vacancyDetailsView.cfm?id=109363"">Deputy Director, Psychiatric Center 1 - Administration, M-4, P23152</a>]"
RN2  Registered Nurse 2  RN 2    EOA# 22-252  Days  Westchester County,109367,16,"People With Developmental Disabilities, Office for",01/07/23,"[<a href=""vacancyDetailsView.cfm?id=109367"">RN2  Registered Nurse 2  RN 2    EOA# 22-252  Days  Westchester County</a>]"
Habilitation Specialist 1   EOA# 22-251,109368,14,"People With Developmental Disabilities, Office for",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109368"">Habilitation Specialist 1   EOA# 22-251</a>]"
Office Assistant 1 Keyboarding #22-315bjd,109369,06,"People With Developmental Disabilities, Office for",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109369"">Office Assistant 1 Keyboarding #22-315bjd</a>]"
RN2  Registered Nurse 2  RN 2  EOA# 22-253,109370,16,"People With Developmental Disabilities, Office for",01/07/23,"[<a href=""vacancyDetailsView.cfm?id=109370"">RN2  Registered Nurse 2  RN 2  EOA# 22-253</a>]"
Veterans Benefits Advisor 1,109371,18,"Veteran's Affairs, Division of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109371"">Veterans Benefits Advisor 1</a>]"
"Regional Director, Mohawk Valley	",109375,NS,"Empire State Development, NYS ",09/27/22,"[<a href=""vacancyDetailsView.cfm?id=109375"">Regional Director, Mohawk Valley	</a>]"
RN2  Registered Nurse 2  RN 2  EOA# 22-255,109377,16,"People With Developmental Disabilities, Office for",01/07/23,"[<a href=""vacancyDetailsView.cfm?id=109377"">RN2  Registered Nurse 2  RN 2  EOA# 22-255</a>]"
Habilitation Specialist 1 - CIT,109381,14,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109381"">Habilitation Specialist 1 - CIT</a>]"
Habilitation Specialist 1 - LIT,109384,14,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109384"">Habilitation Specialist 1 - LIT</a>]"
Training Specialist 2 - Mental Hygiene,109387,23,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109387"">Training Specialist 2 - Mental Hygiene</a>]"
Nurse 2,109388,16,"Children & Family Services, Office of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109388"">Nurse 2</a>]"
Nurse 2,109390,NS,"Children & Family Services, Office of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109390"">Nurse 2</a>]"
Legal Assistant 2 - Item #01283,109391,17,"State Comptroller, Office of the ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109391"">Legal Assistant 2 - Item #01283</a>]"
Associate Accountant (SAS) - Item #08648,109392,23,"State Comptroller, Office of the ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109392"">Associate Accountant (SAS) - Item #08648</a>]"
"Archives and Records Management Specialist 2, Box OCE-1288/26061",109393,18,"Education Department, State",08/17/22,"[<a href=""vacancyDetailsView.cfm?id=109393"">Archives and Records Management Specialist 2, Box OCE-1288/26061</a>]"
Auditor Trainee 1,109395,14,"Medicaid Inspector General, NYS Office of the ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109395"">Auditor Trainee 1</a>]"
Auditor Trainee 1,109396,14,"Medicaid Inspector General, NYS Office of the ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109396"">Auditor Trainee 1</a>]"
Nurse 2 Psychiatric or Nurse 1(M.A. Stutzman ATC),109398,16,"Addiction Services and Supports, Office of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109398"">Nurse 2 Psychiatric or Nurse 1(M.A. Stutzman ATC)</a>]"
Printing Equipment Operator 3 - 119,109399,12,"Health, Department of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109399"">Printing Equipment Operator 3 - 119</a>]"
Project Manager- Job Order Contracting,109404,NS,DASNY - Dormitory Authority of the State of New York,09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109404"">Project Manager- Job Order Contracting</a>]"
Nurse 2 Psychiatric or Nurse 1(M.A. Stutzman ATC),109405,16,"Addiction Services and Supports, Office of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109405"">Nurse 2 Psychiatric or Nurse 1(M.A. Stutzman ATC)</a>]"
Office Assistant 1,109408,06,University at Albany,08/06/22,"[<a href=""vacancyDetailsView.cfm?id=109408"">Office Assistant 1</a>]"
Fish and Wildlife Technician 1 (Seasonal) ,109410,Hourly,"Environmental Conservation, Department of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109410"">Fish and Wildlife Technician 1 (Seasonal) </a>]"
Rehabilitation Counselor 2 - Broome,109411,19,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109411"">Rehabilitation Counselor 2 - Broome</a>]"
Habilitation Specialist 1 - Broome,109412,14,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109412"">Habilitation Specialist 1 - Broome</a>]"
Habilitation Specialist 1 - Broome,109413,14,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109413"">Habilitation Specialist 1 - Broome</a>]"
Senior Physical Therapist,109414,18,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109414"">Senior Physical Therapist</a>]"
Associate Accountant - Item #07993,109415,23,"State Comptroller, Office of the ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109415"">Associate Accountant - Item #07993</a>]"
